"capture_id","label","line","recp_line"
0,"100","cherrytomat","cherrytomat"
0,"100","cherrytomater","cherrytomater"
0,"100","cherrytomater honning m. stilk","cherrytomater honning m stilk"
0,"100","cherrytomater m. stilk øko.","cherrytomater m stilk øko"
0,"100","cherrytomater vilde øko.","cherrytomater vilde øko"
0,"100","cherrytomater øko.","cherrytomater øko"
0,"100","chili, peber, stærk, rød","chili peber stærk rød"
0,"100","chilimix","chilimix"
0,"100","cmæerry tomater","cmæerry tomater"
0,"100","cocktailtomater m.stilk","cocktailtomater mstilk"
0,"100","coop broccoli","coop broccoli"
0,"100","coop bønnespirer","coop bønnespirer"
0,"100","coop dansk broccoli","coop dansk broccoli"
0,"100","coop grønne asparges","coop grønne asparges"
0,"100","coop løg","coop løg"
0,"100","coop rucola","coop rucola"
0,"100","coop san marzano tomater","coop san marzano tomater"
0,"100","coop skalotteløg","coop skalotteløg"
0,"100","coop snackpeber","coop snackpeber"
0,"100","coop tomater","coop tomater"
0,"100","courgette","courgette"
0,"100","cresta mix salat","cresta mix salat"
0,"100","dansk agurk","dansk agurk"
0,"100","dansk broccoli","dansk broccoli"
0,"100","dansk fennikel","dansk fennikel"
0,"100","dansk grøntkasse","dansk grøntkasse"
0,"100","danske champignon","danske champignon"
0,"100","danske gulerødder med top","danske gulerødder med top"
0,"100","danske ærter","danske ærter"
0,"100","deli broccol isalat","deli broccol isalat"
0,"100","dk agurk","dk agurk"
0,"100","dk agurk gul erodder hands. 12,00","dk agurk gul erodder hands"
0,"100","dk0.salat mix","dksalat mix"
0,"100","dulcita tomater","dulcita tomater"
0,"100","earth control salatmix","earth control salatmix"
0,"100","earytomater","earytomater"
0,"100","feld salat","feld salat"
0,"100","feld salat øko.","feld salat øko"
0,"100","fennikel, knold","fennikel knold"
0,"100","fermenteret hvidløg","fermenteret hvidløg"
0,"100","forårsløg","forårsløg"
0,"100","frillice","frillice"
0,"100","frillice salat","frillice salat"
0,"100","garden mix xl øko.","garden mix xl øko"
0,"100","gb majskerner øko 2x","gb majskerner øko x"
0,"100","glaskål","glaskål"
0,"100","gourmet majs","gourmet majs"
0,"100","gourmettomater m. stilk","gourmettomater m stilk"
0,"100","græskar","græskar"
0,"100","grøn krølsalat","grøn krølsalat"
0,"100","grøn peberfrugt","grøn peberfrugt"
0,"100","grønkål","grønkål"
0,"100","grønne asparges","grønne asparges"
0,"100","grønne bønner","grønne bønner"
0,"100","grønne bønner, (haricots vert)","grønne bønner haricots vert"
0,"100","gu erødder 1,5 kg","gu erødder kg"
0,"100","gui erødder 1,5 kg","gui erødder kg"
0,"100","gul er20der hands.","gul erder hands"
0,"100","gul erodder hands.","gul erodder hands"
0,"100","gul erqdder hands.","gul erqdder hands"
0,"100","gul erødder 1,5 k&","gul erødder k"
0,"100","gul peberfrugt","gul peberfrugt"
0,"100","guler20der hands.","gulerder hands"
0,"100","guler@d0der hands,","gulerdder hands"
0,"100","gulerod","gulerod"
0,"100","gulerodder","gulerodder"
0,"100","gulerodder hands,","gulerodder hands"
0,"100","gulerødder","gulerødder"
0,"100","gulerødder 1,5 kg","gulerødder kg"
0,"100","gulerødder 1,5 kq","gulerødder kq"
0,"100","gulerødder hands,","gulerødder hands"
0,"100","gulerødder i bk","gulerødder i bk"
0,"100","gulerødder med top","gulerødder med top"
0,"100","gurkemejerod","gurkemejerod"
0,"100","hakkede løg","hakkede løg"
0,"100","hakket spinat","hakket spinat"
0,"100","haricots vertss","haricots vertss"
0,"100","haricots vverts","haricots vverts"
0,"100","hjertesalat","hjertesalat"
0,"100","hjertesalat øko.","hjertesalat øko"
0,"100","hk tomater m/hvidløg","hk tomater mhvidløg"
0,"100","hk tomater m/urter","hk tomater murter"
0,"100","hovedsalat","hovedsalat"
0,"100","hvide bønner, tørrede","hvide bønner tørrede"
0,"100","hvidkal","hvidkal"
0,"100","hvidkål","hvidkål"
0,"100","hvidkål snittet","hvidkål snittet"
0,"100","hvidløg","hvidløg"
0,"100","iceberg","iceberg"
0,"100","iceberg salat","iceberg salat"
0,"100","iceberg salat øko.","iceberg salat øko"
0,"100","ingefær","ingefær"
0,"100","ingefær (hakket)","ingefær hakket"
0,"100","ingefær, rod","ingefær rod"
0,"100","jordskok","jordskok"
0,"100","julesalat","julesalat"
0,"100","k0.salat mix","ksalat mix"
0,"100","kantareller","kantareller"
0,"100","karse","karse"
0,"100","katrine & alfreds brilliant tomater på stilk","katrine alfreds brilliant tomater på stilk"
0,"100","katrine & alfreds lemonade tomater","katrine alfreds lemonade tomater"
0,"100","katrine & alfreds peberfrugter","katrine alfreds peberfrugter"
0,"100","katrine & alfreds tomater","katrine alfreds tomater"
0,"100","kejserhatte","kejserhatte"
0,"100","kidney bønner, tørrede","kidney bønner tørrede"
0,"100","kidney bønnespirer","kidney bønnespirer"
0,"100","kikærter, tørrede","kikærter tørrede"
0,"100","kinakål","kinakål"
0,"100","kinaradise","kinaradise"
0,"100","knudekål, glaskål","knudekål glaskål"
0,"100","koriander, blade og stilk","koriander blade og stilk"
0,"100","kvldkal","kvldkal"
0,"100","kålrabi, kålroe","kålrabi kålroe"
0,"100","kørvel","kørvel"
0,"100","l8500-1006 2 cherrytomater 12,00","l cherrytomater"
0,"100","ldg i pose 1 5kg 3 r20 peber","ldg i pose kg r peber"
0,"100","ldg i pose 1,5kg","ldg i pose kg"
0,"100","lemonade tomater","lemonade tomater"
0,"100","lemonadetomater m. stilk","lemonadetomater m stilk"
0,"100","limfjords danske rodfrugter gulerødder","limfjords danske rodfrugter gulerødder"
0,"100","linser, tørrede","linser tørrede"
0,"100","linsespirer","linsespirer"
0,"100","log 1 pose 1,5kg","log pose kg"
0,"100","log i pose 1,5kg","log i pose kg"
0,"100","lollo bionda","lollo bionda"
0,"100","lollo rosa salat","lollo rosa salat"
0,"100","lucernespirer","lucernespirer"
0,"100","løg","løg"
0,"100","løg med top","løg med top"
0,"100","majroe","majroe"
0,"100","majskolbe","majskolbe"
0,"100","majskolbe, rå","majskolbe rå"
0,"100","maniok, kassava, topioka","maniok kassava topioka"
0,"100","mini bistro mix","mini bistro mix"
0,"100","mini forårsløg","mini forårsløg"
0,"100","mini salat 1000","mini salat"
0,"100","miso, sojapasta","miso sojapasta"
0,"100","mix tomater","mix tomater"
0,"100","modne avocado","modne avocado"
0,"100","mung bønner, tørrede","mung bønner tørrede"
0,"100","mung bønnespirer","mung bønnespirer"
0,"100","mælkebøtte, blade","mælkebøtte blade"
0,"100","nice n easy svampemix","nice n easy svampemix"
0,"100","paksoi, pak-choi","paksoi pakchoi"
0,"100","pastinak","pastinak"
0,"100","peberfrugt grøn","peberfrugt grøn"
0,"100","peberfrugt grøn øko.","peberfrugt grøn øko"
0,"100","peberfrugt gul","peberfrugt gul"
0,"100","peberfrugt gul øko.","peberfrugt gul øko"
0,"100","peberfrugt orange","peberfrugt orange"
0,"100","peberfrugt rød","peberfrugt rød"
0,"100","peberfrugt rød (lille)","peberfrugt rød lille"
0,"100","peberfrugt rød øko.","peberfrugt rød øko"
0,"100","peberfrugt røde","peberfrugt røde"
0,"100","peberfrugter","peberfrugter"
0,"100","peberfrugtmix","peberfrugtmix"
0,"100","pebermix","pebermix"
0,"100","peberrod","peberrod"
0,"100","peberrod hel","peberrod hel"
0,"100","persille","persille"
0,"100","persillerod","persillerod"
0,"100","pko hjertesålat","pko hjertesålat"
0,"100","porre","porre"
0,"100","porrer","porrer"
0,"100","porrer 3 stk. bdt","porrer stk bdt"
0,"100","portobello svampe","portobello svampe"
0,"100","r00 peber","r peber"
0,"100","r@d peber","rd peber"
0,"100","rabarber","rabarber"
0,"100","radicchio","radicchio"
0,"100","radicchio salat","radicchio salat"
0,"100","radise","radise"
0,"100","radiser","radiser"
0,"100","revet gulerod øko.","revet gulerod øko"
0,"100","rod peber","rod peber"
0,"100","rodskårne champignon","rodskårne champignon"
0,"100","romaine salat","romaine salat"
0,"100","rorstad snack peber","rorstad snack peber"
0,"100","rosenkål, uspecifik","rosenkål uspecifik"
0,"100","rossado mix øko.","rossado mix øko"
0,"100","rqoccoli","rqoccoli"
0,"100","rucola","rucola"
0,"100","rucola salat","rucola salat"
0,"100","rucola salat øko.","rucola salat øko"
0,"100","rucola øko.","rucola øko"
0,"100","rød chili","rød chili"
0,"100","rød krølsalat","rød krølsalat"
0,"100","rød peber","rød peber"
0,"100","rød peberfrugt","rød peberfrugt"
0,"100","rød romaine","rød romaine"
0,"100","rød snackpeber","rød snackpeber"
0,"100","rødbede","rødbede"
0,"100","rødbede, konserves (uden sukker)","rødbede konserves uden sukker"
0,"100","rødbedesalat","rødbedesalat"
0,"100","rødkal","rødkal"
0,"100","rødkål","rødkål"
0,"100","rødkål snittet","rødkål snittet"
0,"100","rødkål, konserves (uden sukker)","rødkål konserves uden sukker"
0,"100","rødkålssalat","rødkålssalat"
0,"100","rødløg","rødløg"
0,"100","rødløg med top","rødløg med top"
0,"100","salat","salat"
0,"100","salat balsamico","salat balsamico"
0,"100","salat french mix","salat french mix"
0,"100","salat hjerte","salat hjerte"
0,"100","salat sunflower","salat sunflower"
0,"100","salat, egeløv","salat egeløv"
0,"100","salat, endivie, (escarole/kruset)","salat endivie escarolekruset"
0,"100","salat, hovedsalat","salat hovedsalat"
0,"100","salat, iceberg","salat iceberg"
0,"100","salat, radicchio rosso","salat radicchio rosso"
0,"100","salat, romaine, romersk","salat romaine romersk"
0,"100","salat, ærteskud","salat ærteskud"
0,"100","salatløg","salatløg"
0,"100","salatmix","salatmix"
0,"100","san marzano tomat","san marzano tomat"
0,"100","san marzano tomater","san marzano tomater"
0,"100","savannah grønne bønner","savannah grønne bønner"
0,"100","savannah mini forårsløg","savannah mini forårsløg"
0,"100","savoykål","savoykål"
0,"100","selleri, rod","selleri rod"
0,"100","sidskål","sidskål"
0,"100","skalotteløg","skalotteløg"
0,"100","skole agurker","skole agurker"
0,"100","skoleagurker","skoleagurker"
0,"100","slikærter","slikærter"
0,"100","smag forskellen dulcita tomater","smag forskellen dulcita tomater"
0,"100","smag forskellen forårsløg","smag forskellen forårsløg"
0,"100","smag forskellen mix tomater","smag forskellen mix tomater"
0,"100","smag forskellen modne avocado","smag forskellen modne avocado"
0,"100","smag forskellen rød snackpeber","smag forskellen rød snackpeber"
0,"100","smag forskellen små gulerødder","smag forskellen små gulerødder"
0,"100","små gulerødder","små gulerødder"
0,"100","små sprøde gulerødder","små sprøde gulerødder"
0,"100","snacapeber","snacapeber"
0,"100","snack mix tomater","snack mix tomater"
0,"100","snack peber","snack peber"
0,"100","snackpeber","snackpeber"
0,"100","snackpeber danske øko.","snackpeber danske øko"
0,"100","snackpeber mini øko.","snackpeber mini øko"
0,"100","snackpeber øko.","snackpeber øko"
0,"100","soja bønner, grønne, edamame, rå","soja bønner grønne edamame rå"
0,"100","soja bønner, tørrede","soja bønner tørrede"
0,"100","soja bønner, tørristet","soja bønner tørristet"
0,"100","soja bønnespirer","soja bønnespirer"
0,"100","sojamel","sojamel"
0,"100","sojamel, ristet","sojamel ristet"
0,"100","sorte bønner, tørrede","sorte bønner tørrede"
0,"100","sorte bønnespirer","sorte bønnespirer"
0,"100","spidskal","spidskal"
0,"100","spidskaål","spidskaål"
0,"100","spidskål","spidskål"
0,"100","spinat","spinat"
0,"100","sprød kålblanding","sprød kålblanding"
0,"100","sprød quinoasalat","sprød quinoasalat"
0,"100","sprød salat","sprød salat"
0,"100","sprøde økologiske gulerødder","sprøde økologiske gulerødder"
0,"100","sptdskal","sptdskal"
0,"100","spæde spirer","spæde spirer"
0,"100","squash","squash"
0,"100","sukkerært (mangetout)","sukkerært mangetout"
0,"100","sukkerærter","sukkerærter"
0,"100","svamp, champignon","svamp champignon"
0,"100","svamp, kantarel","svamp kantarel"
0,"100","svamp, maitake","svamp maitake"
0,"100","svamp, portobello","svamp portobello"
0,"100","svamp, shiitake","svamp shiitake"
0,"100","svamp, østershat","svamp østershat"
0,"100","svampemix","svampemix"
0,"100","søris grønkål","søris grønkål"
0,"100","tang, agar (tørret)","tang agar tørret"
0,"100","tang, ager, rå","tang ager rå"
0,"100","tang, kombu (tørret)","tang kombu tørret"
0,"100","tang, wakeme, rå","tang wakeme rå"
0,"100","tcmater 900 e","tcmater e"
0,"100","tofu","tofu"
0,"100","tofu yogurt","tofu yogurt"
0,"100","tomat","tomat"
0,"100","tomat juanita øko.","tomat juanita øko"
0,"100","tomater","tomater"
0,"100","tomater 900 c","tomater c"
0,"100","tomater 900 g","tomater g"
0,"100","tomater m. stilk øko.","tomater m stilk øko"
0,"100","tomater runde øko.","tomater runde øko"
0,"100","tomater øko.","tomater øko"
0,"100","tvedemose champignon kejserhatte","tvedemose champignon kejserhatte"
0,"100","tvedemose danske champignon","tvedemose danske champignon"
0,"100","tvedmose champignon champignon","tvedmose champignon champignon"
0,"100","ud. agurk","ud agurk"
0,"100","udl . agurk","udl agurk"
0,"100","vidløg m/ chtli","vidløg m chtli"
0,"100","voksbønner, rå","voksbønner rå"
10402,"100","ÆRTER 1 KG 30,00","ærter kg"
6901,"100","ØGO SNACKGULERØDDER 8,00","øgo snackgulerødder"
0,"100","ØKO 365 INGEFÆR 150G 11.00","øko ingefær g"
10407,"100","ØKO ASPARGES 22,00","øko asparges"
10235,"100","ØKO BLOMKÅL 18,00","øko blomkål"
12529,"100","ØKO BROCCOLI 13,00","øko broccoli"
12822,"100","ØKO CHAMPIGNON 17,00","øko champignon"
6875,"100","ØKO CHILI MIX 16,00","øko chili mix"
10587,"100","ØKO GULERØDDER 800G 15,00","øko gulerødder g"
12535,"100","ØKO HVIDLØG 12,00","øko hvidløg"
15209,"100","ØKO KIKÆRTER 8,00","øko kikærter"
9819,"100","ØKO LØG 750G 8,00","øko løg g"
10417,"100","ØKO PEBER 18,00","øko peber"
